case_id,scenario,target_rule,variant,regulation_id,regulation_name,expected_violation,predicted_violation,compliance_status,is_correct_binary,confidence_score,has_sufficient_information,conflict_found,relevant_log_fields,evidence_from_logs,missing_information,explanation
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R01_AMOUNT_LT_3000000,"All contracts must have an amount below EUR 3,000,000",0,0,COMPLIANT,1,0.99,1,0,amount|event|timestamp|case_id,"All 5 rows for case_id EVAL0026 show amount=2350000.0. || The amount recorded at PUBLICATION, PARTICIPATION, AWARD, CONTRACT-START, and CONTRACT-END is consistently 2350000.0. || 2350000.0 is below the regulatory threshold of EUR 3,000,000.",null,"The regulation requires that the contract amount must remain below EUR 3,000,000, and it prohibits a contract amount above EUR 3,000,000. The available logs for case EVAL0026 contain the amount field for every event in the case timeline. In each of the five case rows—PUBLICATION on 2025-08-23, PARTICIPATION on 2025-08-28, AWARD on 2025-11-21, CONTRACT-START on 2025-12-01, and CONTRACT-END on 2026-01-10—the recorded amount is 2350000.0. This amount is below EUR 3,000,000, and there is no conflicting amount anywhere in the provided case log. Because the logs provide the key information needed to assess this rule and that information shows the contract amount is below the threshold, the case is compliant with this regulation."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R02_NO_DUPLICATE_PUBLICATION,A call already published must not be published again,0,0,COMPLIANT,1,0.99,1,0,case_id|event|timestamp|case_len,"All 5 rows belong to the same case_id: EVAL0026. || The case summary shows publication_count = 1 and event_counts.PUBLICATION = 1. || The timeline contains exactly one PUBLICATION event on 2025-08-23. || The remaining events are PARTICIPATION, AWARD, CONTRACT-START, and CONTRACT-END, with no second PUBLICATION entry.",null,"The regulation requires that the same call must be published only once and prohibits republishing the same call. The provided logs for this exact case_id are stated to be the full log for the case. In those logs, there is exactly one PUBLICATION event for case EVAL0026, dated 2025-08-23. The other four entries are different event types: PARTICIPATION, AWARD, CONTRACT-START, and CONTRACT-END. Because the full case log contains only one publication and no duplicate PUBLICATION event, there is no evidence that the call was published again. Therefore, the available logs are sufficient to assess this rule, and they do not conflict with the regulation."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R03_NO_AWARD_BEFORE_PUBLICATION,Award must not occur before publication,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,The case log contains a PUBLICATION event dated 2025-08-23. || The case log contains an AWARD event dated 2025-11-21. || The publication date precedes the award date in the same case_id EVAL0026.,null,"The regulation requires that publication must occur before any award, and it prohibits awarding before publication. The available logs for case_id EVAL0026 contain both of the key events needed to assess this rule: a PUBLICATION event and an AWARD event. The PUBLICATION is recorded on 2025-08-23, and the AWARD is recorded on 2025-11-21. Because the publication occurred before the award, the sequence shown in the logs does not conflict with the regulation. The logs therefore provide sufficient information to assess this rule, and the case is compliant with the requirement that award must not occur before publication."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R04_NO_AWARD_BEFORE_PARTICIPATION,Award must not occur before participation,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,Case EVAL0026 contains a PARTICIPATION event on 2025-08-28. || Case EVAL0026 contains an AWARD event on 2025-11-21. || The participation date (2025-08-28) is earlier than the award date (2025-11-21).,null,"The regulation requires that at least one participation must occur before any award, and it prohibits awarding before participation. The available logs for case EVAL0026 are sufficient to assess this because they include both a PARTICIPATION event and an AWARD event with timestamps. Specifically, the log shows PARTICIPATION on 2025-08-28 and AWARD on 2025-11-21. Since the participation occurred before the award, the sequence required by the regulation is satisfied. There is no conflicting log entry showing an award before participation. Therefore, based only on the provided case logs and this regulation, the case is compliant."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R05_PUBLICATION_AND_PARTICIPATION_REQUIRE_AWARD,Publication and participation must eventually lead to award,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,Case EVAL0026 contains a PUBLICATION event on 2025-08-23. || Case EVAL0026 contains a PARTICIPATION event on 2025-08-28. || Case EVAL0026 contains an AWARD event on 2025-11-21. || The AWARD event occurs after both PUBLICATION and PARTICIPATION in the same case timeline.,null,"The regulation requires that when a procurement case has both publication and candidate participation, it must eventually lead to an award. It also prohibits closing a case after publication and participation without any award. The logs for case EVAL0026 are sufficient to assess this requirement because they include the full case timeline and explicitly show the relevant events. Specifically, the case has a PUBLICATION event dated 2025-08-23, a PARTICIPATION event dated 2025-08-28, and an AWARD event dated 2025-11-21. This means the condition of publication plus participation is met, and that condition is followed by an award in the same case. The later CONTRACT-START and CONTRACT-END events do not create any conflict with the rule; instead, they are consistent with a case that proceeded after award. Because the logs show publication, participation, and an eventual award, there is no conflict with the regulation."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R06_AWARD_WITHIN_70_DAYS,Award must be announced within 70 days of publication,1,1,NON_COMPLIANT,1,0.99,1,1,event|timestamp|case_id,PUBLICATION event recorded on 2025-08-23 for case EVAL0026. || AWARD event recorded on 2025-11-21 for case EVAL0026. || The elapsed time from publication (2025-08-23) to award (2025-11-21) is 90 days.,null,"The regulation requires that the award be announced within 70 days from publication, and it prohibits an award more than 70 days after publication. The logs for case EVAL0026 contain both the necessary publication date and award date, so there is sufficient information to assess this rule. Specifically, the case shows one PUBLICATION event on 2025-08-23 and one AWARD event on 2025-11-21. The time between these two logged events is 90 days. Because 90 days exceeds the maximum allowed 70 days, the case conflicts with the regulation. Therefore, the correct assessment is NON_COMPLIANT."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R07_NO_CONTRACT_START_WITHOUT_AWARD,Contract must not start before award,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,The case contains an AWARD event dated 2025-11-21. || The case contains a CONTRACT-START event dated 2025-12-01. || The AWARD date precedes the CONTRACT-START date in the same case_id EVAL0026.,null,"The regulation requires that a contract must not start before an award has occurred. In this case log for case_id EVAL0026, there is an AWARD event with timestamp 2025-11-21 and a CONTRACT-START event with timestamp 2025-12-01. These logs provide sufficient information to assess the required sequence because both relevant events are present and dated. The recorded award occurs before the recorded contract start, so the logs do not show any prohibited action of starting the contract before award. Therefore, based only on the provided logs and regulation, the case is compliant."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R08_NO_CONTRACT_END_BEFORE_PUBLICATION,Contract must not end before publication,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,PUBLICATION event is recorded on 2025-08-23 for case EVAL0026. || CONTRACT-END event is recorded on 2026-01-10 for case EVAL0026. || The publication date (2025-08-23) is earlier than the contract end date (2026-01-10).,null,"The regulation requires that publication must occur before contract end, and it prohibits a contract from ending before the publication of its corresponding call. The available logs for case EVAL0026 contain both of the key events needed to assess this rule: a PUBLICATION event dated 2025-08-23 and a CONTRACT-END event dated 2026-01-10. Comparing these timestamps, the publication occurred before the contract ended. Therefore, the logs provide sufficient information to assess the rule, and there is no conflict with the regulation. Based only on the provided case log and regulation, this case is compliant."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R09_NO_CONTRACT_END_RIGHT_AFTER_PUBLICATION_WITHOUT_PARTICIPATION_AND_AWARD,Contract must not end after publication without participation and award,0,0,COMPLIANT,1,0.98,1,0,event|timestamp|case_id,"PUBLICATION recorded on 2025-08-23. || PARTICIPATION recorded on 2025-08-28, after publication and before contract end. || AWARD recorded on 2025-11-21, after participation and before contract end. || CONTRACT-END recorded on 2026-01-10.",null,"The regulation requires that if a contract ends after publication, there must have been both participation and a subsequent award before that contract end. It specifically prohibits the path where a contract ends after publication with no participation and no award. The logs for case EVAL0026 contain all relevant lifecycle events needed to assess this rule: PUBLICATION on 2025-08-23, PARTICIPATION on 2025-08-28, AWARD on 2025-11-21, CONTRACT-START on 2025-12-01, and CONTRACT-END on 2026-01-10. This shows that the contract did end after publication, but it did not end without participation and award. Participation occurred after publication, and award occurred after participation, both before the contract ended. Therefore, the prohibited scenario described by the regulation is not present in this case, and the available logs are sufficient to conclude compliance."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R10_CONTRACT_START_REQUIRES_CONTRACT_END,A started contract must have a conclusion date,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,Case EVAL0026 contains a CONTRACT-START event on 2025-12-01. || Case EVAL0026 contains a CONTRACT-END event on 2026-01-10.,null,"The regulation requires that every contract that has started must also have a contract end (conclusion date). The available logs for case EVAL0026 are sufficient to assess this because they include lifecycle events for the same case_id, including both contract start and contract end events. Specifically, the logs show a CONTRACT-START on 2025-12-01 and a CONTRACT-END on 2026-01-10. This satisfies the rule that a started contract must have a conclusion date. There is no conflict between the regulation and the logged events, so the case is compliant."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R11_CONTRACT_END_REQUIRES_CONTRACT_START,A contract that ended must have started first,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,The case log contains a CONTRACT-START event on 2025-12-01. || The case log contains a CONTRACT-END event on 2026-01-10. || Both events belong to the same case_id: EVAL0026. || The CONTRACT-START date precedes the CONTRACT-END date.,null,"The regulation requires that if a contract has ended, there must have been a contract start beforehand. It prohibits a CONTRACT-END without a prior CONTRACT-START. In the provided logs for case EVAL0026, there is one CONTRACT-START event dated 2025-12-01 and one CONTRACT-END event dated 2026-01-10. Because the start event exists and occurs before the end event within the same case, the lifecycle sequence required by the regulation is satisfied. The available logs are sufficient to assess this rule, and they do not show any conflict with the requirement."
EVAL0026,targeted_positive,R06_AWARD_WITHIN_70_DAYS,1,R12_CONTRACT_END_REQUIRES_AWARD,A terminated contract must have been awarded,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,The case contains an AWARD event on 2025-11-21. || The case contains a CONTRACT-END event on 2026-01-10. || The AWARD event occurs before the CONTRACT-END event in the same case_id EVAL0026.,null,"The regulation requires that if a contract is terminated (represented here by a CONTRACT-END event), there must previously have been an award. It specifically prohibits a contract end without an earlier award. The logs for case EVAL0026 are sufficient to assess this because they include both event types and their timestamps. In this case, the log shows an AWARD event dated 2025-11-21 and a CONTRACT-END event dated 2026-01-10. Since the award exists and occurs before the contract end, the lifecycle condition required by the regulation is satisfied. There is no conflict in the available logs with the rule that a terminated contract must have been awarded first."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R01_AMOUNT_LT_3000000,"All contracts must have an amount below EUR 3,000,000",0,0,COMPLIANT,1,0.99,1,0,amount|event|timestamp|case_id,"All 5 rows for case_id EVAL0027 show amount=2360000.0. || The amount recorded at PUBLICATION on 2025-09-01 is 2360000.0, which is below EUR 3,000,000. || The amount recorded at AWARD on 2025-12-01 is 2360000.0, which is below EUR 3,000,000. || The amount recorded at CONTRACT-START on 2025-12-11 and CONTRACT-END on 2026-01-20 remains 2360000.0.",null,"The regulation requires that the contract amount must remain below EUR 3,000,000, and it prohibits a contract amount above EUR 3,000,000. The available logs for the full case EVAL0027 contain an amount field on every event row. In this case, the amount is consistently recorded as 2360000.0 across all logged events: PUBLICATION, PARTICIPATION, AWARD, CONTRACT-START, and CONTRACT-END. Because 2,360,000 is below the EUR 3,000,000 threshold, the logs provide sufficient information to assess the rule and they do not show any conflicting amount value. Therefore, based only on the provided regulation and case logs, this case is compliant with the requirement."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R02_NO_DUPLICATE_PUBLICATION,A call already published must not be published again,0,0,COMPLIANT,1,0.99,1,0,case_id|event|timestamp|case_len,"For case_id EVAL0027, the log contains exactly one PUBLICATION event dated 2025-09-01. || The case summary reports publication_count = 1 and event_counts.PUBLICATION = 1. || The full case log for this case_id contains 5 rows total, with no second PUBLICATION entry.",null,"The regulation requires that the same call be published only once and prohibits republishing the same call. The provided logs are sufficient to assess this because the selected rows are stated to be the full log for case_id EVAL0027. In those full case logs, there is exactly one PUBLICATION event, on 2025-09-01. The remaining events are PARTICIPATION, AWARD, CONTRACT-START, and CONTRACT-END, and none of them is an additional publication. The case summary also confirms publication_count = 1. Because the full log for this case shows only a single publication and no duplicate publication event, there is no conflict with the regulation."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R03_NO_AWARD_BEFORE_PUBLICATION,Award must not occur before publication,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,PUBLICATION event is recorded on 2025-09-01 for case EVAL0027. || AWARD event is recorded on 2025-12-01 for case EVAL0027. || The publication date (2025-09-01) is earlier than the award date (2025-12-01).,null,"The regulation requires that publication must occur before any award, and it prohibits awarding before publication. The available logs for case EVAL0027 contain both of the key events needed to assess this sequence: a PUBLICATION event dated 2025-09-01 and an AWARD event dated 2025-12-01. Comparing these timestamps, the publication occurred before the award. Therefore, the logs provide sufficient information to evaluate the rule, and they do not show any conflict with the regulation. Based only on the provided case log and the stated rule, this case is compliant."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R04_NO_AWARD_BEFORE_PARTICIPATION,Award must not occur before participation,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,The case log contains a PARTICIPATION event on 2025-09-06. || The case log contains an AWARD event on 2025-12-01. || The participation date (2025-09-06) is earlier than the award date (2025-12-01).,null,"The regulation requires that at least one participation occurs before any award, and it prohibits awarding before participation. The available logs for case EVAL0027 are sufficient to assess this because they include both a PARTICIPATION event and an AWARD event with timestamps. Specifically, the log shows PARTICIPATION on 2025-09-06 and AWARD on 2025-12-01. Since the participation occurred before the award, the sequence required by the regulation is satisfied. There is no conflicting log entry showing an award before participation. Therefore, based only on the provided case log and regulation, the case is compliant."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R05_PUBLICATION_AND_PARTICIPATION_REQUIRE_AWARD,Publication and participation must eventually lead to award,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id|case_len,The case contains a PUBLICATION event on 2025-09-01. || The case contains a PARTICIPATION event on 2025-09-06. || The case contains an AWARD event on 2025-12-01. || The award occurs after both publication and participation. || The full case log for case_id EVAL0027 includes 5 events and does not end without an award.,null,"The regulation requires that when a procurement case has both publication and candidate participation, the case must eventually be followed by an award. It also prohibits closing a case after publication and participation without any award. In the provided full log for case_id EVAL0027, there is a PUBLICATION event dated 2025-09-01 and a PARTICIPATION event dated 2025-09-06. The same case log also contains an AWARD event dated 2025-12-01. Because the required publication and participation are present, and an award is subsequently recorded in the same case, the rule's condition is satisfied. The later CONTRACT-START and CONTRACT-END events further show the case proceeded beyond award rather than closing without one. The available logs are sufficient to assess this rule, and there is no conflict with the regulation."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R06_AWARD_WITHIN_70_DAYS,Award must be announced within 70 days of publication,1,1,NON_COMPLIANT,1,0.99,1,1,event|timestamp|case_id,"PUBLICATION event for case EVAL0027 is dated 2025-09-01. || AWARD event for case EVAL0027 is dated 2025-12-01. || The elapsed time from 2025-09-01 to 2025-12-01 is 91 days, which exceeds the 70-day limit.",null,"The regulation requires that the award be announced within 70 days from publication, and it prohibits an award occurring more than 70 days after publication. The logs for case EVAL0027 contain both required dates to assess this rule: one PUBLICATION event on 2025-09-01 and one AWARD event on 2025-12-01. Using those timestamps, the interval between publication and award is 91 days. Because 91 days is greater than the maximum allowed 70 days, the logs directly conflict with the regulation. The available information is sufficient to make the assessment, so the case is NON_COMPLIANT."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R07_NO_CONTRACT_START_WITHOUT_AWARD,Contract must not start before award,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,Case EVAL0027 contains an AWARD event dated 2025-12-01. || Case EVAL0027 contains a CONTRACT-START event dated 2025-12-11. || The AWARD date (2025-12-01) is earlier than the CONTRACT-START date (2025-12-11).,null,"The regulation requires that a contract must not start before an award has occurred. In other words, the award must occur before contract start, and starting a contract before award is prohibited. The logs for case EVAL0027 contain both of the key events needed to assess this rule: an AWARD event and a CONTRACT-START event. The AWARD is recorded on 2025-12-01, and the CONTRACT-START is recorded on 2025-12-11. Because the award date is earlier than the contract start date, the sequence in the logs satisfies the regulation. The available logs are sufficient to assess this requirement, and they do not show any conflict with the rule."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R08_NO_CONTRACT_END_BEFORE_PUBLICATION,Contract must not end before publication,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,Case EVAL0027 contains a PUBLICATION event dated 2025-09-01. || Case EVAL0027 contains a CONTRACT-END event dated 2026-01-20. || The publication date 2025-09-01 is earlier than the contract end date 2026-01-20.,null,"The regulation requires that publication must occur before the contract ends, and it prohibits a contract from ending before publication. The available logs for case EVAL0027 contain both of the key events needed to assess this rule: a PUBLICATION event and a CONTRACT-END event. The PUBLICATION is recorded on 2025-09-01, and the CONTRACT-END is recorded on 2026-01-20. Because the publication date is earlier than the contract end date, the logs do not show any conflict with the regulation. The information is sufficient to evaluate this specific sequencing requirement, and the case is therefore compliant."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R09_NO_CONTRACT_END_RIGHT_AFTER_PUBLICATION_WITHOUT_PARTICIPATION_AND_AWARD,Contract must not end after publication without participation and award,0,0,COMPLIANT,1,0.98,1,0,event|timestamp|case_id,"PUBLICATION recorded on 2025-09-01 for case EVAL0027. || PARTICIPATION recorded on 2025-09-06, after publication and before contract end. || AWARD recorded on 2025-12-01, after participation and before contract end. || CONTRACT-END recorded on 2026-01-20.",null,"The regulation requires that if a contract ends after publication, participation and award must have occurred beforehand. It specifically prohibits the path where a contract reaches CONTRACT-END after PUBLICATION with no PARTICIPATION and no AWARD. In this case, the logs are sufficient to assess that condition because they contain the full event sequence for the case: PUBLICATION on 2025-09-01, PARTICIPATION on 2025-09-06, AWARD on 2025-12-01, CONTRACT-START on 2025-12-11, and CONTRACT-END on 2026-01-20. Since the contract did end after publication, the rule applies. The required prior events are present: there is a PARTICIPATION event before CONTRACT-END, and there is an AWARD event before CONTRACT-END. Therefore, the prohibited scenario described by the regulation—ending a contract after publication with no participation and no award—is not present in the logs. Based only on the provided regulation and case log, the case is compliant."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R10_CONTRACT_START_REQUIRES_CONTRACT_END,A started contract must have a conclusion date,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,The case log for case_id EVAL0027 contains a CONTRACT-START event on 2025-12-11. || The same case log also contains a CONTRACT-END event on 2026-01-20.,null,"The regulation requires that every contract that has started must also have a contract end; in other words, a contract start without a contract end is not allowed. The available logs for case_id EVAL0027 are sufficient to assess this rule because they include lifecycle events for the same case, including both CONTRACT-START and CONTRACT-END. Specifically, the log shows a CONTRACT-START event dated 2025-12-11 and a CONTRACT-END event dated 2026-01-20. Because the contract did start and the same case also has a recorded contract end, the logs do not conflict with the regulation. Therefore, this case is compliant with the requirement that a started contract must have a conclusion date."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R11_CONTRACT_END_REQUIRES_CONTRACT_START,A contract that ended must have started first,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,The case log contains a CONTRACT-START event on 2025-12-11. || The case log contains a CONTRACT-END event on 2026-01-20. || Both events belong to the same case_id EVAL0027. || The CONTRACT-START date is earlier than the CONTRACT-END date.,null,"The regulation requires lifecycle consistency for a contract: if a contract has ended, there must be a contract start, and that start must occur before the contract end. The available logs for case EVAL0027 are sufficient to assess this because they include both relevant lifecycle events and their timestamps. Specifically, the log shows a CONTRACT-START event dated 2025-12-11 and a CONTRACT-END event dated 2026-01-20 for the same case_id. Since the contract start exists and occurs before the contract end, the logs do not conflict with the regulation. Therefore, this case is compliant with the rule that a contract that ended must have started first."
EVAL0027,targeted_positive,R06_AWARD_WITHIN_70_DAYS,2,R12_CONTRACT_END_REQUIRES_AWARD,A terminated contract must have been awarded,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,The case log contains an AWARD event on 2025-12-01. || The case log contains a CONTRACT-END event on 2026-01-20. || The AWARD event occurs before the CONTRACT-END event in the same case_id EVAL0027.,null,"The regulation requires that if a contract is terminated or ended, there must have been an award before that contract end. The prohibition is specifically a contract end without a prior award. In the provided logs for case_id EVAL0027, there is one AWARD event dated 2025-12-01 and one CONTRACT-END event dated 2026-01-20. Because the AWARD exists and its timestamp is earlier than the CONTRACT-END timestamp, the available logs are sufficient to assess this rule and they do not conflict with it. Therefore, this case is compliant with the requirement that a terminated contract must previously have been awarded."
EVAL0028,targeted_positive,R06_AWARD_WITHIN_70_DAYS,3,R01_AMOUNT_LT_3000000,"All contracts must have an amount below EUR 3,000,000",0,0,COMPLIANT,1,0.99,1,0,amount|event|timestamp|case_id,"All 5 rows for case_id EVAL0028 show amount=2370000.0. || The amount recorded at AWARD on 2025-12-11 is 2370000.0, which is below EUR 3,000,000. || The amount recorded at CONTRACT-START on 2025-12-21 and CONTRACT-END on 2026-01-30 remains 2370000.0.",null,"The regulation requires that the contract amount must remain below EUR 3,000,000, and it prohibits a contract amount above EUR 3,000,000. The available logs for case EVAL0028 contain an explicit amount field on every event row in the case timeline: PUBLICATION, PARTICIPATION, AWARD, CONTRACT-START, and CONTRACT-END. In each of these rows, the recorded amount is 2370000.0. Because 2,370,000 is below the regulatory threshold of 3,000,000, the logs provide sufficient information to assess this rule and they do not show any conflicting amount value. Therefore, based only on the provided case logs and regulation, this case is compliant with the requirement that the contract amount be below EUR 3,000,000."
EVAL0028,targeted_positive,R06_AWARD_WITHIN_70_DAYS,3,R02_NO_DUPLICATE_PUBLICATION,A call already published must not be published again,0,0,COMPLIANT,1,0.99,1,0,case_id|event|timestamp|case_len,"For case_id EVAL0028, the log contains exactly one PUBLICATION event on 2025-09-10. || The case summary reports publication_count = 1 and event_counts.PUBLICATION = 1. || The full case log consists of 5 rows and includes no second PUBLICATION event.",null,"The regulation requires that the same call must be published only once and prohibits republishing the same call. The selected logs are stated to be the full log for this exact case_id, EVAL0028. In those full case logs, there is one PUBLICATION event dated 2025-09-10, followed by PARTICIPATION, AWARD, CONTRACT-START, and CONTRACT-END events. The case summary also confirms publication_count = 1 and event_counts.PUBLICATION = 1. Because the available logs are sufficient to assess whether this case was published multiple times, and they show only a single publication with no duplicate PUBLICATION entry, there is no conflict with the regulation. Therefore, the case is compliant with the rule against duplicate publication."
EVAL0028,targeted_positive,R06_AWARD_WITHIN_70_DAYS,3,R03_NO_AWARD_BEFORE_PUBLICATION,Award must not occur before publication,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,PUBLICATION event recorded on 2025-09-10 for case EVAL0028. || AWARD event recorded on 2025-12-11 for case EVAL0028. || The publication date precedes the award date in the case timeline.,null,"The regulation requires that publication must occur before any award, and it prohibits awarding before publication. The available logs for case EVAL0028 contain both of the key events needed to assess this rule: a PUBLICATION event and an AWARD event, each with timestamps. The PUBLICATION occurred on 2025-09-10, and the AWARD occurred later on 2025-12-11. Because the publication date is earlier than the award date, the logs do not show any award before publication. Therefore, the case satisfies the sequencing requirement in this regulation. The logs are sufficient for this assessment because the necessary events and their dates are present."
EVAL0028,targeted_positive,R06_AWARD_WITHIN_70_DAYS,3,R04_NO_AWARD_BEFORE_PARTICIPATION,Award must not occur before participation,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,Case EVAL0028 contains a PARTICIPATION event dated 2025-09-15. || Case EVAL0028 contains an AWARD event dated 2025-12-11. || The participation date (2025-09-15) is earlier than the award date (2025-12-11).,null,"The regulation requires that at least one participation occurs before any award, and it prohibits awarding before participation. The logs for case EVAL0028 are sufficient to assess this because they include both a PARTICIPATION event and an AWARD event with timestamps. Specifically, the case shows PARTICIPATION on 2025-09-15 and AWARD on 2025-12-11. Since the participation occurred before the award, the sequence required by the regulation is satisfied. There is no conflicting log entry showing an award before participation. Therefore, based only on the provided logs and this regulation, the case is compliant."
EVAL0028,targeted_positive,R06_AWARD_WITHIN_70_DAYS,3,R05_PUBLICATION_AND_PARTICIPATION_REQUIRE_AWARD,Publication and participation must eventually lead to award,0,0,COMPLIANT,1,0.99,1,0,case_id|event|timestamp|case_len,"The case log contains a PUBLICATION event on 2025-09-10. || The case log contains a PARTICIPATION event on 2025-09-15. || The case log contains an AWARD event on 2025-12-11. || The full case timeline for case_id EVAL0028 includes 5 rows and shows publication, participation, and then award.",null,"The regulation requires that when a procurement case has both publication and participation, it must eventually be followed by an award. It also prohibits closing a case after publication and participation without any award. In this case, the logs are sufficient to assess the rule because the full case log for case_id EVAL0028 is provided and includes all 5 rows for the case. The timeline shows a PUBLICATION event on 2025-09-10, a PARTICIPATION event on 2025-09-15, and then an AWARD event on 2025-12-11. After that, the case continues to CONTRACT-START and CONTRACT-END, which is consistent with an awarded case. Because the required sequence of publication plus participation followed by award is explicitly present in the logs, there is no conflict with the regulation. Therefore, the case is compliant."
EVAL0028,targeted_positive,R06_AWARD_WITHIN_70_DAYS,3,R06_AWARD_WITHIN_70_DAYS,Award must be announced within 70 days of publication,1,1,NON_COMPLIANT,1,0.99,1,1,event|timestamp|case_id,"Case EVAL0028 contains a PUBLICATION event dated 2025-09-10. || Case EVAL0028 contains an AWARD event dated 2025-12-11. || The elapsed time from 2025-09-10 to 2025-12-11 is 92 days, which exceeds the 70-day limit.",null,"The regulation requires that the award be announced within 70 days from publication, and it prohibits an award more than 70 days after publication. The logs for case EVAL0028 contain the key information needed to assess this rule: one PUBLICATION event on 2025-09-10 and one AWARD event on 2025-12-11. Using those timestamps, the interval between publication and award is 92 days. Because 92 days is greater than the maximum allowed 70 days, the logs directly conflict with the regulation. Therefore, this case is NON_COMPLIANT."
EVAL0028,targeted_positive,R06_AWARD_WITHIN_70_DAYS,3,R07_NO_CONTRACT_START_WITHOUT_AWARD,Contract must not start before award,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,The case log contains an AWARD event on 2025-12-11. || The case log contains a CONTRACT-START event on 2025-12-21. || The AWARD date is earlier than the CONTRACT-START date for the same case_id EVAL0028.,null,"The regulation requires that a contract must not start before an award has occurred. In other words, the award must occur before contract start, and starting a contract before award is prohibited. The logs for case_id EVAL0028 contain both of the key events needed to assess this rule: an AWARD event dated 2025-12-11 and a CONTRACT-START event dated 2025-12-21. Because the award occurred before the contract start, the event sequence in the logs does not conflict with the regulation. The available logs are sufficient to assess this specific requirement, and they show the required ordering of events. Therefore, the case is compliant with this regulation."
EVAL0028,targeted_positive,R06_AWARD_WITHIN_70_DAYS,3,R08_NO_CONTRACT_END_BEFORE_PUBLICATION,Contract must not end before publication,0,0,COMPLIANT,1,0.99,1,0,event|timestamp|case_id,PUBLICATION event is recorded on 2025-09-10 for case EVAL0028. || CONTRACT-END event is recorded on 2026-01-30 for case EVAL0028. || The publication date precedes the contract end date.,null,"The regulation requires that publication must occur before the contract ends, and it prohibits a contract from ending before publication. The logs for case EVAL0028 contain both of the key events needed to assess this rule: a PUBLICATION event dated 2025-09-10 and a CONTRACT-END event dated 2026-01-30. Comparing these timestamps, the publication occurred before the contract end. Therefore, the available logs are sufficient to assess the rule, and they do not show any conflict with the regulation. On that basis, the case is compliant with this lifecycle sequencing requirement."
